Project,File,SummaryCommand,SummaryOK,WorstPathCommand,WorstPathOK,WorstMems,WorstPath,FunctionsAnalyzed,SummaryLog,WorstPathLog,ErrorLog,Error
lua,src/linit.c,./cnip -q /workspace/eppather/testcase/lua-5.5.0/src/linit.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,True,./cnip -g /workspace/eppather/testcase/lua-5.5.0/src/linit.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,True,,,1,testcase/cnip_reports/lua/src__linit.c.summary.log,testcase/cnip_reports/lua/src__linit.c.worst.log,,
lua,src/liolib.c,./cnip -q /workspace/eppather/testcase/lua-5.5.0/src/liolib.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,True,./cnip -g /workspace/eppather/testcase/lua-5.5.0/src/liolib.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,True,0,"typedef luaL_Stream LStream; | static int io_readline (lua_State *L); | typedef struct { | FILE *f; /* file being read */ | int c; /* current character (look ahead) */ | int n; /* number of elements in buffer 'buff' */ | char buff[200 + 1]; /* +1 for ending '\0' */ | } RN; | static const luaL_Reg iolib[] = { | {""close"", io_close}, | {""flush"", io_flush}, | {""input"", io_input}, | {""lines"", io_lines}, | {""open"", io_open}, | {""output"", io_output}, | {""popen"", io_popen}, | {""read"", io_read}, | {""tmpfile"", io_tmpfile}, | {""type"", io_type}, | {""write"", io_write}, | {NULL, NULL} | }; | static const luaL_Reg meth[] = { | {""read"", f_read}, | {""write"", f_write}, | {""lines"", f_lines}, | {""flush"", f_flush}, | {""seek"", f_seek}, | {""close"", f_close}, | {""setvbuf"", f_setvbuf}, | {NULL, NULL} | }; | static const luaL_Reg metameth[] = { | {""__index"", NULL}, /* placeholder */ | {""__gc"", f_gc}, | {""__close"", f_gc}, | {""__tostring"", f_tostring}, | {NULL, NULL} | }; | createmeta(L); | const char *mode; | lua_State *L; | lua_State *L; | lua_State *L; | lua_State *L; | lua_State *L; | volatile lua_CFunction cf = p->closef; | lua_State *L; | lua_State *L; | lua_State *L; | lua_State *L; | lua_State *L; | lua_State *L; | const char *fname; | const char *mode; | lua_State *L; | const char *filename = luaL_checkstring(L, 1); | const char *mode = luaL_optstring(L, 2, ""r""); | const char *md = mode; | lua_State *L; | lua_State *L; | const char *filename = luaL_checkstring(L, 1); | const char *mode = luaL_optstring(L, 2, ""r""); | lua_State *L; | lua_State *L; | const char *findex; | lua_State *L; | const char *f; | const char *mode; | lua_State *L; | lua_State *L; | lua_State *L; | int toclose; | int n = lua_gettop(L) - 1; | lua_State *L; | lua_State *L; | int toclose; | RN *rn; | RN *rn; | const char *set; | RN *rn; | int hex; | int count = 0; | lua_State *L; | FILE *f; | RN rn; | int count = 0; | int hex = 0; | char decp[2]; | lua_State *L; | FILE *f; | int c = getc(f); | lua_State *L; | FILE *f; | int chop; | luaL_Buffer b; | int c; | lua_State *L; | FILE *f; | size_t nr; | luaL_Buffer b; | lua_State *L; | FILE *f; | size_t n; | size_t nr; | char *p; | luaL_Buffer b; | lua_State *L; | FILE *f; | int first; | int nargs = lua_gettop(L) - 1; | int n, success; | lua_State *L; | lua_State *L; | lua_State *L; | int i; | int n = (int)lua_tointeger(L, lua_upvalueindex(2)); | lua_State *L; | FILE *f; | int arg; | int nargs = lua_gettop(L) - arg; | size_t totalbytes = 0; | lua_State *L; | lua_State *L; | lua_State *L; | static const int mode[] = {SEEK_SET, SEEK_CUR, SEEK_END}; | static const char *const modenames[] = {""set"", ""cur"", ""end"", NULL}; | int op = luaL_checkoption(L, 2, ""cur"", modenames); | lua_Integer p3 = luaL_optinteger(L, 3, 0); | long offset = (long)p3; | lua_State *L; | static const int mode[] = {_IONBF, _IOFBF, _IOLBF}; | static const char *const modenames[] = {""no"", ""full"", ""line"", NULL}; | int op = luaL_checkoption(L, 2, NULL, modenames); | lua_Integer sz = luaL_optinteger(L, 3, LUAL_BUFFERSIZE); | int res; | lua_State *L; | FILE *f; | lua_State *L; | lua_State *L; | lua_State *L; | lua_State *L; | lua_State *L; | FILE *f; | const char *k; | const char *fname; | return (*mode != '\0' && strchr(""rwa"", *(mode++)) != NULL && (*mode != '+' || ((void)(++mode), 1)) && /* skip if char is '+' */ (strspn(mode, ""b"") == strlen(mode)));",43,testcase/cnip_reports/lua/src__liolib.c.summary.log,testcase/cnip_reports/lua/src__liolib.c.worst.log,testcase/cnip_reports/lua/src__liolib.c.error.log,see logs
lua,src/llex.c,./cnip -q /workspace/eppather/testcase/lua-5.5.0/src/llex.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,True,./cnip -g /workspace/eppather/testcase/lua-5.5.0/src/llex.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,,,21,testcase/cnip_reports/lua/src__llex.c.summary.log,testcase/cnip_reports/lua/src__llex.c.worst.log,,
lua,src/lmathlib.c,./cnip -q /workspace/eppather/testcase/lua-5.5.0/src/lmathlib.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,./cnip -g /workspace/eppather/testcase/lua-5.5.0/src/lmathlib.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,,,49,testcase/cnip_reports/lua/src__lmathlib.c.summary.log,testcase/cnip_reports/lua/src__lmathlib.c.worst.log,testcase/cnip_reports/lua/src__lmathlib.c.error.log,see logs
lua,src/lmem.c,./cnip -q /workspace/eppather/testcase/lua-5.5.0/src/lmem.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,True,./cnip -g /workspace/eppather/testcase/lua-5.5.0/src/lmem.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,,,5,testcase/cnip_reports/lua/src__lmem.c.summary.log,testcase/cnip_reports/lua/src__lmem.c.worst.log,,
lua,src/loadlib.c,./cnip -q /workspace/eppather/testcase/lua-5.5.0/src/loadlib.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,./cnip -g /workspace/eppather/testcase/lua-5.5.0/src/loadlib.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,,,27,testcase/cnip_reports/lua/src__loadlib.c.summary.log,testcase/cnip_reports/lua/src__loadlib.c.worst.log,testcase/cnip_reports/lua/src__loadlib.c.error.log,see logs
lua,src/lobject.c,./cnip -q /workspace/eppather/testcase/lua-5.5.0/src/lobject.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,./cnip -g /workspace/eppather/testcase/lua-5.5.0/src/lobject.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,,,21,testcase/cnip_reports/lua/src__lobject.c.summary.log,testcase/cnip_reports/lua/src__lobject.c.worst.log,testcase/cnip_reports/lua/src__lobject.c.error.log,see logs
lua,src/lopcodes.c,./cnip -q /workspace/eppather/testcase/lua-5.5.0/src/lopcodes.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,./cnip -g /workspace/eppather/testcase/lua-5.5.0/src/lopcodes.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,,,2,testcase/cnip_reports/lua/src__lopcodes.c.summary.log,testcase/cnip_reports/lua/src__lopcodes.c.worst.log,testcase/cnip_reports/lua/src__lopcodes.c.error.log,see logs
lua,src/loslib.c,./cnip -q /workspace/eppather/testcase/lua-5.5.0/src/loslib.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,./cnip -g /workspace/eppather/testcase/lua-5.5.0/src/loslib.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,,,18,testcase/cnip_reports/lua/src__loslib.c.summary.log,testcase/cnip_reports/lua/src__loslib.c.worst.log,testcase/cnip_reports/lua/src__loslib.c.error.log,see logs
lua,src/lparser.c,./cnip -q /workspace/eppather/testcase/lua-5.5.0/src/lparser.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,True,./cnip -g /workspace/eppather/testcase/lua-5.5.0/src/lparser.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,True,0,"typedef struct BlockCnt { | struct BlockCnt *previous; /* chain */ | int firstlabel; /* index of first label in this block */ | int firstgoto; /* index of first pending goto in this block */ | short nactvar; /* number of active declarations at block entry */ | lu_byte upval; /* true if some variable in the block is an upvalue */ | lu_byte isloop; /* 1 if 'block' is a loop; 2 if it has pending breaks */ | lu_byte insidetbc; /* true if inside the scope of a to-be-closed var. */ | } BlockCnt; | static void statement (LexState *ls); | static void expr (LexState *ls, expdesc *v); | typedef struct ConsControl { | expdesc v; /* last list item read */ | expdesc *t; /* table descriptor */ | int nh; /* total number of 'record' elements */ | int na; /* number of array elements already stored */ | int tostore; /* number of array elements pending to be stored */ | int maxtostore; /* maximum number of pending elements */ | } ConsControl; | static const struct { | lu_byte left; /* left priority for each binary operator */ | lu_byte right; /* right priority */ | } priority[] = { /* ORDER OPR */ | {10, 10}, {10, 10}, /* '+' '-' */ | {11, 11}, {11, 11}, /* '*' '%' */ | {14, 13}, /* '^' (right associative) */ | {11, 11}, {11, 11}, /* '/' '//' */ | {6, 6}, {4, 4}, {5, 5}, /* '&' '|' '~' */ | {7, 7}, {7, 7}, /* '<<' '>>' */ | {9, 8}, /* '..' (right associative) */ | {3, 3}, {3, 3}, {3, 3}, /* ==, <, <= */ | {3, 3}, {3, 3}, {3, 3}, /* ~=, >, >= */ | {2, 2}, {1, 1} /* and, or */ | }; | LexState *ls; | int token; | FuncState *fs; | int limit; | const char *what; | const char *msg; | int line = fs->f->linedefined; | const char *where = (line == 0) ? ""main function"" : luaO_pushfstring(L, ""function at line %d"", line); | FuncState *fs; | int v; | int l; | const char *what; | LexState *ls; | int c; | LexState *ls; | int c; | LexState *ls; | int c; | LexState *ls; | int what; | int who; | int where; | LexState *ls; | expdesc *e; | expkind k; | int i; | expdesc *e; | TString *s; | LexState *ls; | expdesc *e; | LexState *ls; | FuncState *fs; | TString *varname; | int oldsize = f->sizelocvars; | LexState *ls; | TString *name; | lu_byte kind; | LexState *ls; | TString *name; | FuncState *fs; | int vidx; | FuncState *fs; | int nvar; | FuncState *fs; | FuncState *fs; | int vidx; | FuncState *fs; | expdesc *e; | int vidx; | LexState *ls; | expdesc *e; | LexState *ls; | int nvars; | int reglevel = luaY_nvarstack(fs); | int i; | FuncState *fs; | int tolevel; | FuncState *fs; | TString *name; | int i; | FuncState *fs; | int oldsize = f->sizeupvalues; | FuncState *fs; | TString *name; | expdesc *v; | FuncState *fs; | TString *n; | expdesc *var; | int i; | FuncState *fs; | int level; | FuncState *fs; | FuncState *fs; | TString *n; | expdesc *var; | int base; | int v = searchvar(fs, n, var); | LexState *ls; | TString *varname; | expdesc *var; | expdesc key; | LexState *ls; | TString *varname; | expdesc *var; | LexState *ls; | expdesc *var; | LexState *ls; | int nvars; | int nexps; | expdesc *e; | int needed = nvars - nexps; | LexState *ls; | Labeldesc *gt; | const char *varname = (tsname != NULL) ? getstr(tsname) : ""*""; | LexState *ls; | int g; | Labeldesc *label; | int bup; | int i; | LexState *ls; | TString *name; | int ilb; | LexState *ls; | Labellist *l; | TString *name; | int line; | int pc; | int n = l->n; | LexState *ls; | TString *name; | int line; | int pc = luaK_jump(fs); | LexState *ls; | TString *name; | int line; | int last; | int l = newlabelentry(ls, ll, name, line, luaK_getlabel(fs)); | FuncState *fs; | BlockCnt *bl; | int outlevel = reglevel(fs, bl->nactvar); | int igt = bl->firstgoto; | FuncState *fs; | BlockCnt *bl; | lu_byte isloop; | LexState *ls; | Labeldesc *gt; | FuncState *fs; | lu_byte stklevel = reglevel(fs, bl->nactvar); | LexState *ls; | LexState *ls; | expdesc *v; | LexState *ls; | FuncState *fs; | BlockCnt *bl; | LexState *ls; | LexState *ls; | int withuntil; | LexState *ls; | LexState *ls; | expdesc *v; | expdesc key; | LexState *ls; | expdesc *v; | LexState *ls; | ConsControl *cc; | lu_byte reg = ls->fs->freereg; | expdesc tab, key, val; | FuncState *fs; | ConsControl *cc; | FuncState *fs; | ConsControl *cc; | LexState *ls; | ConsControl *cc; | LexState *ls; | ConsControl *cc; | FuncState *fs; | int numfreeregs = MAX_FSTACK - fs->freereg; | LexState *ls; | expdesc *t; | int line = ls->linenumber; | int pc = luaK_codevABCk(fs, OP_NEWTABLE, 0, 0, 0, 0); | ConsControl cc; | FuncState *fs; | LexState *ls; | int nparams = 0; | int varargk = 0; | LexState *ls; | expdesc *e; | int ismethod; | int line; | FuncState new_fs; | BlockCnt bl; | LexState *ls; | expdesc *v; | int n = 1; | LexState *ls; | expdesc *f; | expdesc args; | int base, nparams; | int line = ls->linenumber; | LexState *ls; | expdesc *v; | LexState *ls; | expdesc *v; | LexState *ls; | expdesc *v; | int op; | int op; | LexState *ls; | expdesc *v; | int limit; | BinOpr op; | UnOpr uop; | LexState *ls; | expdesc *v; | LexState *ls; | BlockCnt bl; | LexState *ls; | struct LHS_assign *lh; | expdesc *v; | lu_byte extra = fs->freereg; | int conflict = 0; | FuncState *fs; | expdesc *var; | expdesc e; | LexState *ls; | struct LHS_assign *lh; | int nvars; | expdesc e; | LexState *ls; | expdesc v; | LexState *ls; | int line; | LexState *ls; | int line; | LexState *ls; | TString *name; | LexState *ls; | TString *name; | int line; | LexState *ls; | int line; | int whileinit; | int condexit; | BlockCnt bl; | LexState *ls; | int line; | int condexit; | int repeat_init = luaK_getlabel(fs); | BlockCnt bl1, bl2; | LexState *ls; | expdesc e; | FuncState *fs; | int pc; | int dest; | int back; | int offset = dest - (pc + 1); | LexState *ls; | int base; | int line; | int nvars; | int isgen; | static const OpCode forprep[2] = {OP_FORPREP, OP_TFORPREP}; | static const OpCode forloop[2] = {OP_FORLOOP, OP_TFORLOOP}; | BlockCnt bl; | int prep, endfor; | LexState *ls; | TString *varname; | int line; | int base = fs->freereg; | LexState *ls; | TString *indexname; | expdesc e; | int nvars = 4; | int line; | int base = fs->freereg; | LexState *ls; | int line; | BlockCnt bl; | LexState *ls; | int *escapelist; | int condtrue; | LexState *ls; | int line; | int escapelist = NO_JUMP; | LexState *ls; | expdesc b; | int fvar = fs->nactvar; | LexState *ls; | lu_byte df; | FuncState *fs; | int level; | LexState *ls; | int toclose = -1; | int vidx; | int nvars = 0; | int nexps; | expdesc e; | lu_byte defkind = getvarattribute(ls, VDKREG); | LexState *ls; | lu_byte df; | lu_byte kind = getvarattribute(ls, df); | LexState *ls; | TString *varname; | int line; | expdesc var; | int k; | LexState *ls; | int nvars; | int firstidx; | int n; | int line; | LexState *ls; | lu_byte defkind; | int nvars = 0; | int lastidx; | LexState *ls; | lu_byte defkind = getglobalattribute(ls, GDKREG); | LexState *ls; | int line; | expdesc var, b; | LexState *ls; | int line; | LexState *ls; | expdesc *v; | int ismethod = 0; | LexState *ls; | int line; | int ismethod; | expdesc v, b; | LexState *ls; | struct LHS_assign v; | LexState *ls; | expdesc e; | int nret; | int first = luaY_nvarstack(fs); | LexState *ls; | int line = ls->linenumber; | LexState *ls; | FuncState *fs; | BlockCnt bl; | lua_State *L; | ZIO *z; | Mbuffer *buff; | Dyndata *dyd; | const char *name; | int firstchar; | LexState lexstate; | FuncState funcstate; | luaX_syntaxerror(ls, luaO_pushfstring(ls->L, ""%s expected"", luaX_token2str(ls, token)));",98,testcase/cnip_reports/lua/src__lparser.c.summary.log,testcase/cnip_reports/lua/src__lparser.c.worst.log,testcase/cnip_reports/lua/src__lparser.c.error.log,see logs
lua,src/lstate.c,./cnip -q /workspace/eppather/testcase/lua-5.5.0/src/lstate.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,./cnip -g /workspace/eppather/testcase/lua-5.5.0/src/lstate.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,,,20,testcase/cnip_reports/lua/src__lstate.c.summary.log,testcase/cnip_reports/lua/src__lstate.c.worst.log,testcase/cnip_reports/lua/src__lstate.c.error.log,see logs
lua,src/lstring.c,./cnip -q /workspace/eppather/testcase/lua-5.5.0/src/lstring.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,./cnip -g /workspace/eppather/testcase/lua-5.5.0/src/lstring.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,,,12,testcase/cnip_reports/lua/src__lstring.c.summary.log,testcase/cnip_reports/lua/src__lstring.c.worst.log,testcase/cnip_reports/lua/src__lstring.c.error.log,see logs
lua,src/lstrlib.c,./cnip -q /workspace/eppather/testcase/lua-5.5.0/src/lstrlib.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,./cnip -g /workspace/eppather/testcase/lua-5.5.0/src/lstrlib.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,,,63,testcase/cnip_reports/lua/src__lstrlib.c.summary.log,testcase/cnip_reports/lua/src__lstrlib.c.worst.log,testcase/cnip_reports/lua/src__lstrlib.c.error.log,see logs
lua,src/ltable.c,./cnip -q /workspace/eppather/testcase/lua-5.5.0/src/ltable.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,True,./cnip -g /workspace/eppather/testcase/lua-5.5.0/src/ltable.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,True,0,"typedef struct { Node *dummy; Node follows_pNode; } Limbox_aux; | typedef union { | Node *lastfree; | char padding[offsetof(Limbox_aux, follows_pNode)]; | } Limbox; | static const Node dummynode_ = { | {{NULL}, LUA_VEMPTY, /* value's value and type */ | LUA_TDEADKEY, 0, {NULL}} /* key type, next, and key value */ | }; | static const TValue absentkey = {ABSTKEYCONSTANT}; | static int insertkey (Table *t, const TValue *key, TValue *value); | static void newcheckedkey (Table *t, const TValue *key, TValue *value); | typedef struct { | unsigned total; | unsigned na; | int deleted; | unsigned nums[(l_numbits(int) - 1) + 1]; | } Counters; | newarray = resizearray(L, t, oldasize, newasize); | luaM_error(L); | clearNewSlice(t, oldasize, newasize); | asize = computesizes(&ct); | nsize = ct.total - ct.na; | luaH_resize(L, t, asize, nsize); | const Table *t; | lua_Integer i; | lua_Unsigned ui = l_castS2U(i); | lua_Number n; | int i; | lua_Integer ni; | const Table *t; | const TValue *key; | const TValue *k1; | const Node *n2; | int deadok; | Table *t; | const TValue *key; | int deadok; | lua_Integer k; | unsigned limit; | Table *t; | const TValue *key; | lua_State *L; | Table *t; | TValue *key; | unsigned asize; | unsigned int i; | lua_State *L; | Table *t; | StkId key; | unsigned int asize = t->asize; | unsigned int i = findindex(L, t, s2v(key), asize); | Table *t; | lua_State *L; | Table *t; | Counters *ct; | int i; | unsigned int twotoi; | unsigned int a = 0; | unsigned int na = 0; | unsigned int optimal = 0; | lua_Integer key; | Counters *ct; | const Table *t; | Counters *ct; | int lg; | unsigned int ttlg; | unsigned int ause = 0; | unsigned int i = 1; | unsigned int asize = t->asize; | const Table *t; | Counters *ct; | unsigned i = sizenode(t); | unsigned total = 0; | unsigned int size; | lua_State *L; | Table *t; | unsigned oldasize; | unsigned newasize; | lua_State *L; | Table *t; | unsigned size; | lua_State *L; | Table *ot; | Table *t; | unsigned j; | unsigned size = sizenode(ot); | Table *t1; | Table *t2; | lu_byte lsizenode = t1->lsizenode; | int bitdummy1 = t1->flags & BITDUMMY; | Table *t; | unsigned oldasize; | unsigned newasize; | unsigned i; | Table *t; | unsigned oldasize; | unsigned newasize; | lua_State *L; | Table *t; | unsigned newasize; | unsigned nhsize; | Table newt; | unsigned oldasize = t->asize; | lua_State *L; | Table *t; | unsigned int nasize; | unsigned nsize = allocsizenode(t); | lua_State *L; | Table *t; | const TValue *ek; | unsigned asize; | Counters ct; | unsigned i; | unsigned nsize; | lua_State *L; | Table *t; | lu_mem sz = cast(lu_mem, sizeof(Table)) + concretesize(t->asize); | lua_State *L; | Table *t; | Table *t; | Table *t; | const TValue *key; | TValue *value; | Table *t; | const TValue *key; | TValue *value; | void; | done; | unsigned i = keyinarray(t, key); | lua_State *L; | Table *t; | const TValue *key; | TValue *value; | Table *t; | lua_Integer key; | Table *t; | lua_Unsigned key; | const TValue *val = getintfromhash(t, l_castU2S(key)); | const TValue *val; | TValue *res; | Table *t; | lua_Integer key; | TValue *res; | unsigned k = checkrange(key, t->asize); | Table *t; | TString *key; | Table *t; | TString *key; | TValue *res; | Table *t; | TString *key; | TValue ko; | Table *t; | TString *key; | Table *t; | TString *key; | TValue *res; | Table *t; | const TValue *key; | TValue *res; | const TValue *slot; | Table *t; | const TValue *slot; | const TValue *slot; | TValue *val; | Table *t; | lua_Integer key; | TValue *val; | Table *t; | lua_Integer key; | TValue *val; | int hres; | Table *t; | TString *key; | TValue *val; | const TValue *slot = luaH_Hgetshortstr(t, key); | Table *t; | TString *key; | TValue *val; | Table *t; | const TValue *key; | TValue *val; | lua_State *L; | Table *t; | const TValue *key; | TValue *value; | int hres; | lua_State *L; | Table *t; | const TValue *key; | TValue *value; | int hres = luaH_pset(t, key, value); | lua_State *L; | Table *t; | lua_Integer key; | TValue *value; | unsigned ik = checkrange(key, t->asize); | lua_State *L; | Table *t; | unsigned asize; | lua_Unsigned i = asize + 1; | unsigned rnd = G(L)->seed; | int n = (asize > 0) ? luaO_ceillog2(asize) : 0; | unsigned mask = (1u << n) - 1; | unsigned incr = (rnd & mask) + 1; | lua_Unsigned j = (incr <= l_castS2U(LUA_MAXINTEGER) - i) ? i + incr : i + 1; | Table *array; | unsigned int i; | unsigned int j; | Table *t; | unsigned hint; | lua_State *L; | Table *t; | unsigned asize = t->asize; | @(ui <= cast_uint(INT_MAX)); | return gnode(t, cast_int(ui) % cast_int((sizenode(t)-1) | 1));",47,testcase/cnip_reports/lua/src__ltable.c.summary.log,testcase/cnip_reports/lua/src__ltable.c.worst.log,testcase/cnip_reports/lua/src__ltable.c.error.log,see logs
lua,src/ltablib.c,./cnip -q /workspace/eppather/testcase/lua-5.5.0/src/ltablib.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,./cnip -g /workspace/eppather/testcase/lua-5.5.0/src/ltablib.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,,,17,testcase/cnip_reports/lua/src__ltablib.c.summary.log,testcase/cnip_reports/lua/src__ltablib.c.worst.log,testcase/cnip_reports/lua/src__ltablib.c.error.log,see logs
lua,src/ltm.c,./cnip -q /workspace/eppather/testcase/lua-5.5.0/src/ltm.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,True,./cnip -g /workspace/eppather/testcase/lua-5.5.0/src/ltm.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,,,10,testcase/cnip_reports/lua/src__ltm.c.summary.log,testcase/cnip_reports/lua/src__ltm.c.worst.log,,
lua,src/lua.c,./cnip -q /workspace/eppather/testcase/lua-5.5.0/src/lua.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,./cnip -g /workspace/eppather/testcase/lua-5.5.0/src/lua.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,,,32,testcase/cnip_reports/lua/src__lua.c.summary.log,testcase/cnip_reports/lua/src__lua.c.worst.log,testcase/cnip_reports/lua/src__lua.c.error.log,see logs
lua,src/luac.c,./cnip -q /workspace/eppather/testcase/lua-5.5.0/src/luac.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,True,./cnip -g /workspace/eppather/testcase/lua-5.5.0/src/luac.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,,,0,testcase/cnip_reports/lua/src__luac.c.summary.log,testcase/cnip_reports/lua/src__luac.c.worst.log,,
lua,src/lundump.c,./cnip -q /workspace/eppather/testcase/lua-5.5.0/src/lundump.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,./cnip -g /workspace/eppather/testcase/lua-5.5.0/src/lundump.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,,,21,testcase/cnip_reports/lua/src__lundump.c.summary.log,testcase/cnip_reports/lua/src__lundump.c.worst.log,testcase/cnip_reports/lua/src__lundump.c.error.log,see logs
lua,src/lutf8lib.c,./cnip -q /workspace/eppather/testcase/lua-5.5.0/src/lutf8lib.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,./cnip -g /workspace/eppather/testcase/lua-5.5.0/src/lutf8lib.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,,,12,testcase/cnip_reports/lua/src__lutf8lib.c.summary.log,testcase/cnip_reports/lua/src__lutf8lib.c.worst.log,testcase/cnip_reports/lua/src__lutf8lib.c.error.log,see logs
lua,src/lvm.c,./cnip -q /workspace/eppather/testcase/lua-5.5.0/src/lvm.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,./cnip -g /workspace/eppather/testcase/lua-5.5.0/src/lvm.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,,,31,testcase/cnip_reports/lua/src__lvm.c.summary.log,testcase/cnip_reports/lua/src__lvm.c.worst.log,testcase/cnip_reports/lua/src__lvm.c.error.log,see logs
lua,src/lzio.c,./cnip -q /workspace/eppather/testcase/lua-5.5.0/src/lzio.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,True,./cnip -g /workspace/eppather/testcase/lua-5.5.0/src/lzio.c --cpp-I /workspace/eppather/testcase/lua-5.5.0/src --cpp-I /workspace/eppather/testcase/lua-5.5.0,False,,,4,testcase/cnip_reports/lua/src__lzio.c.summary.log,testcase/cnip_reports/lua/src__lzio.c.worst.log,,
